	title	lat	lng
745	Junction City	39.028653	-96.847752
746	Toronto	43.665249	-79.380877
747	Brandon	32.399514	-89.946392
748	Falling Waters	39.547238	-77.914457
749	Augusta	33.512085	-82.046228
750	Toronto	43.733346	-79.419377
751	Toronto	43.729679	-79.403452
752	Toronto	43.704518	-79.374826
753	Ridgeland	32.421008	-90.106931
754	Murfreesboro	34.070429	-93.68861
755	Owasso	36.278172	-95.831289
756	Vaughan	43.86025	-79.4872
757	Brandon	32.366146	-89.968214
758	Toronto	43.793932	-79.419033
759	Ridgeland	32.399582	-90.110149
760	Vaughan	43.84656	-79.45853
761	Willowdale	43.783219	-79.391756
762	Thornhill	43.825015	-79.426689
763	Jackson	32.385702	-90.149055
764	East Aurora	42.768067	-78.626168
765	Ranson	39.32035	-77.84911
766	Flowood	32.350903	-90.03036
767	Willowdale	43.798573	-79.36996
768	Richmond Hill	43.844813	-79.407936
769	North York	43.741662	-79.313671
770	Toronto	43.777713	-79.345062
771	Richmond Hill	43.883948	-79.440304
772	Columbia	34.032078	-81.087558
773	Toronto	43.711795	-79.264491
774	Jackson	32.355589	-90.178303
775	Richmond Hill	43.880939	-79.389643
776	Jackson	32.363196	-90.240089
777	Brandon	32.300938	-89.994461
778	Flowood	32.341624	-90.182824
779	Markham	43.868214	-79.362747
780	Aurora	43.983923	-79.463642
781	Warner Robins	32.616588	-83.694446
782	Brandon	32.28286	-90.009169
783	Toronto	43.77571	-79.25433
784	Tulsa	36.106052	-95.85153
785	Columbia	34.110389	-80.896957
786	Toronto	43.809793	-79.263429
787	Hagerstown	39.67276	-77.720061
788	Newmarket	44.055302	-79.477566
789	Aiken	33.522244	-81.719313
790	Pearl	32.261247	-90.04591
791	Jackson	32.305909	-90.227661
792	Columbia	34.020109	-80.970976
793	Markham	43.867925	-79.284567
794	Clinton	32.3244	-90.32573
795	Hagerstown	39.624331	-77.697898
796	Tulsa	36.046216	-95.868136
797	Pearl	32.267062	-90.138488
798	Tulsa	36.063842	-95.886922
799	Barrie	44.336213	-79.687915
800	Durham	36.00918	-78.94438
801	Tulsa	36.030149	-95.904574
802	El Dorado	33.207199	-92.685827
803	Barrie	44.402375	-79.701276
804	Stouffville	43.968287	-79.261111
805	Pickering	43.833211	-79.08963
806	Florence	32.164424	-90.130114
807	Hope	33.680184	-93.606231
808	Vicksburg	32.344347	-90.834397
809	Gainesville	38.809166	-77.610717
810	Middletown	39.437393	-77.529261
811	Leesburg	39.108801	-77.552818
812	Ashburn	39.017562	-77.518787
813	Morrisville	35.8182	-78.846826
814	Cary	35.784914	-78.870364
815	Manassas	38.794727	-77.516279
816	Thurmont	39.616428	-77.416594
817	Whitby	43.918517	-78.958665
818	Mendenhall	31.978056	-89.876577
819	Frederick	39.369574	-77.413656
820	Manassas	38.769784	-77.489558
821	De Queen	34.045499	-94.327744
822	Troy	31.782567	-85.951983
823	Apex	35.721078	-78.84443
824	Manassas	38.786851	-77.448758
825	Herndon	38.961519	-77.400371
826	Herndon	38.908681	-77.408088
827	Frederick	39.324862	-77.34811
828	Dublin	32.540621	-82.944673
829	Sterling	39.015474	-77.374755
830	Fairfax	38.861059	-77.386526
831	Fredericksburg	38.296745	-77.497719
832	Hyattstown	39.28627	-77.314771
833	Reston	38.98	-77.35
834	Fredericksburg	38.256657	-77.497699
835	Raleigh	35.852968	-78.642809
836	Stafford	38.474494	-77.420172
837	New Market	39.384417	-77.257729
838	Germantown	39.177782	-77.26971
839	Fairfax	38.85636	-77.312243
840	Raleigh	35.89384	-78.55982
841	Wichita	37.7217	-97.22627
842	Fuquay Varina	35.593968	-78.76828
843	Cameron	35.25656	-79.03895
844	Raleigh	35.816775	-78.601857
845	Sumter	33.952428	-80.377709
846	Gaithersburg	39.116865	-77.252654
847	Dumfries	38.561083	-77.330381
848	Woodbridge	38.653811	-77.310367
849	Fairfax	38.817816	-77.275016
850	Damascus	39.288749	-77.201791
851	York	40.818119	-97.597779
852	Lake Ridge	38.677699	-77.279963
853	Springfield	38.751668	-77.265281
854	Taneytown	39.650456	-77.160218
855	Midlothian	37.40547	-77.660187
856	McLean	38.916925	-77.227162
857	Mount Airy	39.366244	-77.1649
858	Woodbridge	38.656644	-77.250425
859	Gaithersburg	39.161665	-77.159498
860	Falls Church	38.894021	-77.187729
861	Lorton	38.70446	-77.22057
862	Rockville	39.093885	-77.152906
863	Knightdale	35.798809	-78.489614
864	Potomac	39.040519	-77.155981
865	Falls Church	38.870378	-77.174926
866	Springfield	38.779687	-77.183651
867	Rockville	39.062906	-77.127362
868	Richmond	37.538086	-77.522916
869	Richmond	37.587686	-77.500551
870	Alexandria	38.801832	-77.160324
871	Alexandria	38.766607	-77.154662
872	Woodbine	39.351325	-77.06753
873	Richmond	37.555777	-77.485872
874	Falls Church	38.851416	-77.125893
875	Bethesda	38.989385	-77.098243
876	Aspen Hill	39.080911	-77.080919
877	Silver Spring	39.056141	-77.083287
878	Arlington	38.895709	-77.104033
879	Olney	39.153121	-77.061342
880	Kensington	39.029238	-77.074818
881	Fayetteville	35.071795	-78.966442
882	Arlington	38.887464	-77.094122
883	Arlington	38.86195	-77.089116
884	Wichita	37.723546	-97.445768
885	Clayton	35.656513	-78.477067
886	Alexandria	38.829378	-77.084321
887	Washington	38.923656	-77.051733
888	Washington	38.871072	-77.055984
889	Washington	38.870297	-77.054693
890	Fayetteville	35.105956	-78.878771
891	Alexandria	38.835142	-77.051175
892	Alexandria	38.775326	-77.058809
893	Washington	38.925291	-77.032449
894	Takoma Park	38.974178	-76.995028
895	Washington	38.883723	-76.994671
896	Hyattsville	38.983444	-76.977339
897	Clarksville	39.212775	-76.937173
898	Hyattsville	38.956154	-76.964751
899	Washington	38.917536	-76.970353
900	Accokeek	38.670175	-77.00913
901	Burtonsville	39.113116	-76.93356
902	Beltsville	39.04902	-76.937931
903	King George	38.34082	-77.07243
904	Washington	38.896245	-76.948312
905	College Park	39.01447	-76.927247
906	Scaggsville	39.144037	-76.897787
907	Riverdale Park	38.958525	-76.919979
908	Greenbelt	38.998949	-76.910808
909	Reisterstown	39.468486	-76.829889
910	Harrisburg	40.336543	-76.821714
911	Ellicott City	39.277261	-76.837916
912	Laurel	39.094753	-76.852953
913	Suitland	38.82255	-76.884711
914	Waldorf	38.615504	-76.920701
915	Clinton	38.768283	-76.889864
916	Columbia	39.22669	-76.817434
917	Owings Mills	39.399378	-76.799718
918	Laurel	39.100535	-76.822464
919	Hopewell	37.260541	-77.326898
920	Capital Heights	38.890101	-76.849184
921	Owings Mills	39.433592	-76.78007
922	Jessup	39.146912	-76.807957
923	Waldorf	38.65565	-76.876103
924	Jessup	39.154216	-76.77884
925	Woodlawn	39.322779	-76.750179
926	Mitchellville	38.90021	-76.794716
927	YORK	39.961828	-76.70741
928	Gwynn Oak	39.344128	-76.73191
929	Hanover	39.136228	-76.749659
930	Hattiesburg	31.324738	-89.344231
931	Bowie	38.973322	-76.771482
932	Catonsville	39.273088	-76.728024
933	York	39.932034	-76.687296
934	Elkridge	39.206656	-76.727422
935	Hanover	39.152192	-76.727081
936	Peterborough	44.282212	-78.344069
937	Baltimore	39.35039	-76.694353
938	Odenton	39.104823	-76.721908
939	Hanover	39.158612	-76.709636
940	Odenton	39.066238	-76.717582
941	Bowie	38.902901	-76.740629
942	Red Lion	39.919636	-76.632022
943	Cockeysville	39.491641	-76.647023
944	Crofton	39.009207	-76.698809
945	Glen Burnie	39.176571	-76.669548
946	Gambrills	39.027763	-76.686711
947	Baltimore	39.344004	-76.640247
948	Baltimore	39.250297	-76.643494
949	Gambrills	38.993319	-76.67067
950	Glen Burnie	39.199991	-76.641365
951	Lutherville	39.421036	-76.617318
952	Baltimore	39.312516	-76.619066
953	Baltimore	39.299732	-76.611771
954	Brooklyn Park	39.218856	-76.614122
955	Statesboro	32.431928	-81.779861
956	Glen Burnie	39.17765	-76.616569
957	Millersville	39.095741	-76.624303
958	Dothan	31.225872	-85.432133
959	Baltimore	39.350983	-76.562191
960	Baltimore	39.277781	-76.566165
961	Baltimore	39.39826	-76.538077
962	Pasadena	39.130574	-76.55784
963	Baltimore	39.363861	-76.520191
964	Severna Park	39.073879	-76.542917
965	Baltimore	39.393812	-76.486351
966	Annapolis	38.982319	-76.531403
967	Lebanon	40.339241	-76.450237
968	Perry Hall	39.404827	-76.444291
969	Shawnee	35.382225	-96.80664
970	Grand Island	40.940199	-98.384481
971	Annapolis	39.038888	-76.439146
972	Forest Hill	39.570236	-76.380948
973	Joppa	39.421164	-76.370389
974	McComb	31.247018	-90.477919
975	Bel Air	39.497753	-76.326387
976	Bossier City	32.556962	-93.710516
977	Lusby	38.374008	-76.437416
978	Leola	40.084558	-76.217081
979	Shreveport	32.4377	-93.71508
980	Shreveport	32.454342	-93.746771
981	Aberdeen	39.522383	-76.184733
982	Williamsburg	37.272182	-76.706258
983	Denver	40.22116	-76.09791
984	Havre De Grace	39.54466	-76.10862
985	Mobile	30.67534	-88.225701
986	North Charleston	32.917916	-80.11487
987	DeFuniak Springs	30.70068	-86.122894
988	Wyomissing	40.341506	-75.98863
989	Easton	38.78151	-76.059571
990	Myrtle Beach	33.76365	-78.973775
991	Newport News	37.128019	-76.538069
992	Midwest City	35.44349	-97.3714
993	Greenville	35.558946	-77.365923
994	Grafton	37.154959	-76.461477
995	Pensacola	30.533398	-87.26172
996	Myrtle Beach	33.759537	-78.860027
997	Surfside Beach	33.640059	-78.988448
998	Kearney	40.742781	-98.950254
999	Charleston	32.801402	-80.01613
1000	Murrells Inlet	33.585522	-79.012274
1001	Myrtle Beach	33.684317	-78.891844
1002	Myrtle Beach	33.746736	-78.818759
1003	Oklahoma City	35.546331	-97.565633
1004	Niceville	30.516331	-86.465993
1005	Pensacola	30.466028	-87.204508
1006	Little River	33.864223	-78.64592
1007	Kingston	41.286065	-75.8731
1008	Hampton	37.045552	-76.389703
1009	Pensacola	30.44038	-87.2827
1010	Mount Pleasant	32.797575	-79.890972
1011	Dorado	39.390897	-99.066067
1012	Moore	35.334045	-97.495964
1013	Kennett Square	39.842897	-75.729883
1014	Thomasville	30.851682	-83.950214
1015	Fort Walton Beach	30.417174	-86.607539
1016	Downingtown	40.032609	-75.677946
1017	Gulf Breeze	30.366417	-87.171528
1018	Destin	30.386705	-86.471886
1019	Longview	32.541858	-94.730398
1020	Allentown	40.579732	-75.523062
1021	Chesapeake	36.7137	-76.279217
1022	Chesapeake	36.768168	-76.251642
1023	Waycross	31.231041	-82.332611
1024	Camden	39.102006	-75.543209
1025	Virginia Beach	36.839891	-76.18144
1026	Wilmington	34.214451	-77.900066
1027	Kilgore	32.431667	-94.863788
1028	Allentown	40.640196	-75.430441
1029	Jacksonville	34.77136	-77.387591
1030	Wayne	40.044237	-75.391509
1031	Virginia Beach	36.81659	-76.109441
1032	Salisbury	38.415333	-75.567023
1033	Hammond	30.501026	-90.486295
1034	Tallahassee	30.505985	-84.251004
1035	Swarthmore	39.902104	-75.350246
1036	Mandeville	30.399134	-90.104394
1037	Souderton	40.314058	-75.312343
1038	Ardmore	40.008652	-75.297092
1039	Slidell	30.284563	-89.754393
1040	Tallahassee	30.441563	-84.290702
1041	Camp Lejeune	34.67345	-77.33753
1042	Panama City	30.190149	-85.680379
1043	Panama City	30.189322	-85.65315
1044	Philadelphia	39.978949	-75.271199
1045	Pocomoke City	38.06282	-75.54697
1046	Baker	30.580633	-91.169382
1047	Philadelphia	40.045206	-75.232055
1048	Kingston	44.242678	-76.512257
1049	Philadelphia	40.081799	-75.171999
1050	Glenside	40.097816	-75.156545
1051	Baton Rouge	30.458337	-91.059619
1052	Millsboro	38.584109	-75.293153
1053	Baton Rouge	30.426384	-91.054402
1054	Baton Rouge	30.432411	-91.109886
1055	Tsawwassen	44.93055	-76.9094
1056	Honesdale	41.553594	-75.224559
1057	Millsboro	38.633083	-75.19437
1058	Baton Rouge	30.390936	-91.111671
1059	Havelock	34.881369	-76.907164
1060	Philadelphia	40.093936	-75.03212
1061	Blackwood	39.791194	-75.035864
1062	Baton Rouge	30.395584	-91.158019
1063	Richboro	40.208737	-75.013795
1064	Rehoboth Beach	38.738613	-75.142087
1065	Brunswick	31.191591	-81.486814
1066	Brunswick	31.138748	-81.581247
1067	Feasterville Trevose	40.149344	-74.999291
1068	Prairieville	30.323818	-90.979763
1069	Tyler	32.303152	-95.316088
1070	Brunswick	31.162217	-81.475485
1071	Berlin	38.377554	-75.1576
1072	Rehoboth Beach	38.715953	-75.081838
1073	Newtown	40.22787	-74.940901
1074	New Orleans	30.039913	-89.955348
1075	Bethany Beach	38.52797	-75.05635
1076	Clinton	40.638829	-74.89589
1077	Ocean City	38.335215	-75.083067
1078	Ocean City	38.348067	-75.079019
1079	Ocean City	38.400313	-75.061702
1080	Ocean City	38.424436	-75.05617
1081	Westampton	40.025217	-74.855451
1082	Metairie	30.001763	-90.130092
1083	Kenner	30.021737	-90.239091
1084	Medford	39.901078	-74.832194
1085	Metairie	30.004209	-90.179891
1086	New Orleans	29.97724	-90.097298
1087	Chalmette	29.937747	-89.94971
1088	Morehead City	34.724256	-76.74351
1089	Harahan	29.966478	-90.189424
1090	Mckinney	33.168125	-96.664643
1091	New Orleans	29.944034	-90.133365
1092	McKinney	33.202454	-96.733636
1093	Long Valley	40.784101	-74.769586
1094	Lawrenceville	40.265601	-74.740319
1095	Terrytown	29.900564	-90.030413
1096	Nacogdoches	31.62876	-94.652683
1097	Gretna	29.879013	-90.034884
1098	Avondale	29.910079	-90.203094
1099	Marrero	29.874783	-90.09896
1100	Lawrenceville	40.28423	-74.674973
1101	Murphy	33.010896	-96.614085
1102	Rockwall	32.886954	-96.473686
1103	Kingsland	30.790068	-81.654935
1104	Frisco	33.139076	-96.804122
1105	Bedminster	40.64726	-74.64024
1106	Hillsborough	40.516094	-74.631444
1107	Plano	33.071395	-96.752763
1108	Rowlett	32.908793	-96.582669
1109	Somerville	40.568198	-74.612436
1110	Marmora	39.264847	-74.64714
1111	Little Elm	33.177352	-96.892995
1112	Port Jervis	41.35842	-74.683772
1113	Plano	33.029809	-96.77049
1114	Richardson	32.945163	-96.692455
1115	Bernardsville	40.720126	-74.560963
1116	Plano	33.045363	-96.827263
1117	Bound Brook	40.561605	-74.532843
1118	Dallas	32.951922	-96.769344
1119	North Brunswick	40.458329	-74.472278
1120	Carrollton	33.02078	-96.916491
1121	Jamesburg	40.346694	-74.433655
1122	Watchung	40.630472	-74.441934
1123	Lafayette	30.186401	-92.066039
1124	Highland Park	40.498104	-74.434075
1125	Dallas	32.909081	-96.80328
1126	Piscataway	40.541218	-74.423832
1127	Plainfield	40.617699	-74.424947
1128	Chatham	40.745735	-74.432502
1129	Dallas	32.851561	-96.769321
1130	Yulee	30.625954	-81.544515
1131	Dallas	32.864585	-96.8047
1132	Lake City	30.179657	-82.679555
1133	Spotswood	40.394331	-74.387011
1134	East Brunswick	40.431385	-74.385475
1135	Florham Park	40.789377	-74.391784
1136	Fernandina Beach	30.640443	-81.458251
1137	Highland Village	33.074264	-97.069343
1138	Englishtown	40.303442	-74.357019
1139	Parsippany	40.862686	-74.376917
1140	Edison	40.597736	-74.353312
1141	Livingston	40.77658	-74.35448
1142	Dallas	32.845402	-96.84988
1143	Dallas	32.842583	-96.846993
1144	Flower Mound	33.036173	-97.070791
1145	Englishtown	40.309892	-74.322474
1146	Springfield	40.69056	-74.331313
1147	Garwood	40.65306	-74.324216
1148	Springfield	40.717661	-74.327062
1149	Roseland	40.819225	-74.328643
1150	Marlboro	40.356572	-74.304706
1151	New Iberia	29.997789	-91.803694
1152	Butler	41.004696	-74.342363
1153	Kinnelon	40.98942	-74.33422
1154	Old Bridge	40.45119	-74.29878
1155	Iselin	40.562682	-74.30002
1156	South Amboy	40.458202	-74.295131
1157	Jackson	40.123274	-74.284965
1158	Perth Amboy	40.515706	-74.288063
1159	Union	40.704356	-74.293864
1160	South Amboy	40.484789	-74.280922
1161	Kenilworth	40.677136	-74.286147
1162	Middletown	41.45298	-74.36821
1163	Old Bridge	40.424258	-74.270083
1164	Manahawkin	39.706594	-74.276828
1165	Haskell	41.018601	-74.29682
1166	Marlboro	40.304406	-74.253568
1167	Jackson	40.11784	-74.253678
1168	Howell	40.185482	-74.24967
1169	Pompton Plains	40.96927	-74.285224
1170	Fairfield	40.888009	-74.272763
1171	Toms River	39.977425	-74.247448
1172	Wayne	40.934373	-74.26984
1173	Dallas	32.906542	-97.044103
1174	Dallas	32.898312	-97.035621
1175	Howell	40.151519	-74.2274
1176	Cliffwood	40.439889	-74.22645
1177	Irving	32.843687	-96.992182
1178	Lakewood	40.057605	-74.219588
1179	West Orange	40.791132	-74.233299
1180	Houma	29.638349	-90.752591
1181	Toms River	39.985229	-74.209797
1182	Totowa	40.896191	-74.234975
1183	Newark	40.74485	-74.220953
1184	Oakland	41.023594	-74.242439
1185	Dallas	32.70587	-96.8581
1186	Wayne	40.930234	-74.228016
1187	Elizabeth	40.653921	-74.197941
1188	Staten Island	40.532409	-74.191749
1189	Newark	40.733271	-74.192279
1190	Pine Beach	39.933883	-74.180874
1191	Franklin Lakes	41.021986	-74.20682
1192	Euless	32.880272	-97.097797
1193	Staten Island	40.587896	-74.165574
1194	Staten Island	40.560203	-74.163601
1195	Lakewood	40.08143	-74.156718
1196	Staten Island	40.626583	-74.163771
1197	Staten Island	40.60834	-74.162215
1198	Southlake	32.939496	-97.182776
1199	Newark	40.734758	-74.164509
1200	Staten Island	40.611855	-74.157499
1201	Paterson	40.915749	-74.167841
1202	Newark	40.731035	-74.152098
1203	Colleyville	32.892258	-97.147845
1204	Clifton	40.841306	-74.159241
1205	Wyckoff	40.985618	-74.168828
1206	Paterson	40.899996	-74.160685
1207	Staten Island	40.626006	-74.134489
1208	Mahwah	41.078662	-74.166158
1209	Jacksonville	30.314425	-81.730604
1210	Euless	32.82832	-97.098883
1211	Bayonne	40.654449	-74.129337
1212	Staten Island	40.612978	-74.121016
1213	Bayonne	40.665758	-74.11684
1214	Staten Island	40.628759	-74.114911
1215	Midland Park	40.98501	-74.138155
1216	Staten Island	40.571971	-74.108255
1217	Elmwood Park	40.903909	-74.12753
1218	Bayonne	40.668642	-74.107155
1219	Ramsey	41.065863	-74.134681
1220	Elmwood Park	40.893	-74.116635
1221	Jersey City	40.693812	-74.101231
1222	Staten Island	40.583951	-74.094548
1223	Wallington	40.842578	-74.104436
1224	Glen Rock	40.952445	-74.108103
1225	Wood Ridge	40.863433	-74.091726
1226	Jacksonville	30.363799	-81.502304
1227	Staten Island	40.615274	-74.066789
1228	Suffern	41.112331	-74.104278
1229	Grand Prairie	32.671889	-97.007523
1230	Jersey City	40.731016	-74.06444
1231	Point Pleasant	40.097644	-74.04992
1232	Secaucus	40.797626	-74.065404
1233	Belmar	40.169947	-74.045608
1234	Oakhurst	40.266064	-74.042693
1235	Jacksonville	30.282128	-81.650813
1236	Kanata	45.309969	-75.91222
1237	Paramus	40.954693	-74.072969
1238	Lodi	40.887057	-74.064723
1239	Cedar Hill	32.59989	-96.944596
1240	Fort Worth	32.859274	-97.237955
1241	Paramus	40.916842	-74.060483
1242	Jersey City	40.732237	-74.044807
1243	Union City	40.758755	-74.044816
1244	Brooklyn	40.61721	-74.03022
1245	Paramus	40.945919	-74.050853
1246	Hackensack	40.89266	-74.04512
1247	Paramus	40.913409	-74.045815
1248	Brooklyn	40.622025	-74.025698
1249	Little Ferry	40.856392	-74.03532
1250	Brooklyn	40.64516	-74.02135
1251	Jacksonville	30.267331	-81.61435
1252	Brooklyn	40.63457	-74.01451
1253	Brooklyn	40.64237	-74.01338
1254	West New York	40.78233	-74.021166
1255	Ridgefield Park	40.857315	-74.024873
1256	Brooklyn	40.6197	-74.008246
1257	West New York	40.788926	-74.016586
1258	Union City	40.779085	-74.015905
1259	New Milford	40.929848	-74.026077
1260	Brooklyn	40.655702	-74.005765
1261	New York	40.714744	-74.007839
1262	New York	40.729354	-74.007149
1263	Park Ridge	41.036539	-74.03167
1264	Teaneck	40.887708	-74.018087
1265	New York	40.715991	-74.004985
1266	Brooklyn	40.624595	-73.999746
1267	Brooklyn	40.60462	-73.998655
1268	Brooklyn	40.57554	-73.99715
1269	Brooklyn	40.66051	-73.99759
1270	Brooklyn	40.615646	-73.993643
1271	Brooklyn	40.680449	-73.99667
1272	New York	40.733726	-73.999289
1273	New York	40.745665	-73.998365
1274	New York	40.751374	-73.997535
1275	New York	40.737637	-73.99614
1276	New York	40.7527	-73.99507
1277	New York	40.75533	-73.99478
1278	Brooklyn	40.686664	-73.99062
1279	New York	40.746216	-73.993991
1280	New York	40.760748	-73.994534
1281	Jacksonville	30.266173	-81.557517
1282	New York	40.712621	-73.990462
1283	Brooklyn	40.59601	-73.98448
1284	Brooklyn	40.669084	-73.986503
1285	Nanuet	41.099513	-74.020713
1286	New York	40.757909	-73.990922
1287	Brooklyn	40.575855	-73.981052
1288	River Vale	40.994739	-74.008175
1289	New York	40.755293	-73.98925
1290	New York	40.718324	-73.986904
1291	New York	40.767488	-73.989675
1292	Emerson	40.98192	-74.006092
1293	New York	40.726422	-73.985972
1294	New York	40.721895	-73.984735
1295	Atlantic Beach	30.324827	-81.407451
1296	New York	40.746633	-73.985962
1297	Brooklyn	40.688026	-73.981885
1298	Jacksonville	30.242345	-81.597849
1299	Orange Park	30.186023	-81.733394
1300	Bergenfield	40.918284	-73.997069
1301	Brooklyn	40.60491	-73.97652
1302	New York	40.744972	-73.982654
1303	Brooklyn	40.684356	-73.978662
1304	New York	40.747576	-73.982311
1305	New York	40.738031	-73.98169
1306	New York	40.740548	-73.981651
1307	New York	40.754556	-73.981155
1308	New York	40.729801	-73.979305
1309	New York	40.735705	-73.979491
1310	New York	40.746098	-73.97934
1311	New York	40.74012	-73.97889
1312	Leonia	40.862627	-73.987156
1313	Fort Lee	40.852138	-73.984858
1314	New York	40.744015	-73.976546
1315	New York	40.747853	-73.976373
1316	New York	40.76255	-73.976814
1317	Brooklyn	40.63535	-73.96802
1318	New York	40.748527	-73.973213
1319	Englewood	40.877857	-73.982039
1320	New York	40.757363	-73.969632
1321	Brooklyn	40.57806	-73.960195
1322	Brooklyn	40.625075	-73.96197
1323	Brooklyn	40.617853	-73.959679
1324	Arlington	32.671901	-97.134923
1325	New York	40.766421	-73.96514
1326	Brooklyn	40.58754	-73.95434
1327	Brooklyn	40.610462	-73.954441
1328	Brooklyn	40.599318	-73.952901
1329	New York	40.764146	-73.958971
1330	Newburgh	41.502372	-74.039397
1331	Brooklyn	40.690075	-73.951629
1332	Brooklyn	40.65038	-73.94942
1333	Long Island City	40.7434	-73.95402
1334	Brooklyn	40.629003	-73.947417
1335	New York	40.802897	-73.956666
1336	Brooklyn	40.72412	-73.951171
1337	New York	40.81362	-73.95614
1338	New York	40.783091	-73.953036
1339	Brooklyn	40.593593	-73.940374
1340	Brooklyn	40.65575	-73.94268
1341	New York	40.784691	-73.949627
1342	New York	40.78124	-73.94916
1343	Brooklyn	40.714753	-73.944304
1344	New York	40.825134	-73.95098
1345	New York	40.80177	-73.94882
1346	Brooklyn	40.70155	-73.94244
1347	Brooklyn	40.622668	-73.937353
1348	New York	40.828322	-73.948765
1349	New York	40.790185	-73.945917
1350	Closter	40.971159	-73.959626
1351	Brooklyn	40.596574	-73.933584
1352	New York	40.79875	-73.94124
1353	Brooklyn	40.6585	-73.93146
1354	New York	40.805758	-73.940029
1355	New York	40.831086	-73.941035
1356	Brooklyn	40.612868	-73.926354
1357	New York	40.804641	-73.937063
1358	New York	40.820803	-73.937373
1359	New York	40.796024	-73.935233
1360	Long Island City	40.76441	-73.933054
1361	New York	40.850509	-73.937259
1362	Orangeburg	41.044551	-73.953028
1363	Long Island City	40.756444	-73.92959
1364	Brooklyn	40.69091	-73.924321
1365	Astoria	40.763088	-73.927985
1366	Brooklyn	40.65274	-73.921715
1367	Brooklyn	40.639007	-73.919268
1368	Brooklyn	40.66163	-73.92036
1369	Ottawa	45.363959	-75.789466
1370	Sunnyside	40.74341	-73.92268
1371	Long Island City	40.76089	-73.92271
1372	Brooklyn	40.7041	-73.91854
1373	Brooklyn	40.698923	-73.91807
1374	Long Island City	40.75249	-73.92109
1375	Brooklyn	40.676879	-73.916084
1376	Astoria	40.76669	-73.92058
1377	Sunnyside	40.743478	-73.918933
1378	Bronx	40.817397	-73.9227
1379	New York	40.86244	-73.925473
1380	Brooklyn	40.63731	-73.9111
1381	Astoria	40.77045	-73.91806
1382	Brooklyn	40.672649	-73.91196
1383	Bronx	40.83556	-73.920985
1384	Bronx	40.807623	-73.918964
1385	Long Island City	40.752368	-73.915205
1386	New York	40.867661	-73.920831
1387	Bronx	40.815526	-73.915903
1388	Brooklyn	40.66792	-73.906369
1389	Astoria	40.768741	-73.911178
1390	Brooklyn	40.64621	-73.90333
1391	Bronx	40.839013	-73.9149
1392	Flushing	40.70043	-73.90563
1393	Woodside	40.745767	-73.905879
1394	Bronx	40.847596	-73.912414
1395	Flushing	40.72147	-73.90383
1396	Bronx	40.83091	-73.910552
1397	Woodside	40.7455	-73.90307
1398	Middle Village	40.71382	-73.9012
1399	Astoria	40.77029	-73.90382
1400	Brooklyn	40.678124	-73.898267
1401	Ridgewood	40.70053	-73.89678
1402	Fresh Pond	40.706958	-73.896997
1403	Bronx	40.877016	-73.906547
1404	Flushing	40.75425	-73.89585
1405	Brooklyn	40.65076	-73.89014
1406	Bronx	40.825023	-73.899703
1407	Bronx	40.90684	-73.904605
1408	Bronx	40.859114	-73.89857
1409	Bronx	40.844363	-73.897348
1410	Jackson Heights	40.74657	-73.89079
1411	Bronx	40.884474	-73.900146
1412	Bronx	40.867306	-73.897197
1413	Ottawa	45.350578	-75.733656
1414	Bronx	40.824408	-73.892113
1415	Buchanan	41.257721	-73.934222
1416	Mansfield	32.582498	-97.132058
1417	Bronx	40.862358	-73.893752
1418	Brooklyn	40.67942	-73.88035
1419	Elmhurst	40.743297	-73.88335
1420	Glendale	40.70215	-73.88068
1421	Bronx	40.849231	-73.883549
1422	Brooklyn	40.683502	-73.873018
1423	Peekskill	41.281835	-73.926234
1424	Corona	40.74968	-73.86988
1425	Bronx	40.823475	-73.873938
1426	Rego Park	40.72297	-73.8675
1427	Brooklyn	40.679139	-73.864704
1428	East Elmhurst	40.76216	-73.86901
1429	Elmhurst	40.736748	-73.865718
1430	Rego Park	40.730027	-73.862954
1431	Flushing	40.767526	-73.864982
1432	Woodhaven	40.692473	-73.860428
1433	Bronx	40.854813	-73.867501
1434	Bronx	40.845243	-73.866268
1435	Flushing	40.73649	-73.857598
1436	Woodhaven	40.69346	-73.85272
1437	Corona	40.742096	-73.854127
1438	Forest Hills	40.733056	-73.850035
1439	Ottawa	45.36845	-75.7013
1440	Bronx	40.856358	-73.85608
1441	Jamaica	40.68104	-73.84506
1442	Bronx	40.87064	-73.856036
1443	Yonkers	40.905227	-73.857973
1444	Jamaica	40.669526	-73.842181
1445	Far Rockaway	40.581153	-73.838172
1446	Bronx	40.834106	-73.851558
1447	Far Rockaway	40.58261	-73.836638
1448	Forest Hills	40.71827	-73.840525
1449	Bronx	40.842525	-73.845789
1450	Richmond Hill	40.70746	-73.83623
1451	Bronx	40.851367	-73.843998
1452	Forest Hills	40.715113	-73.832723
1453	College Point	40.785937	-73.836214
1454	Flushing	40.76968	-73.83458
1455	South Richmond Hill	40.68575	-73.8263
1456	Yonkers	40.953336	-73.843455
1457	Flushing	40.76112	-73.82746
1458	Ossining	41.165927	-73.856334
1459	Bronx	40.85256	-73.8273
1460	Flushing	40.76537	-73.81981
1461	Ottawa	45.381962	-75.67036
1462	Jamaica	40.702468	-73.81376
1463	Yonkers	40.974669	-73.83295
1464	Flushing	40.73944	-73.81562
1465	Jamaica	40.692739	-73.808785
1466	Jamaica	40.70195	-73.80825
